wavenumber,intensity
1715.5,65.5300
1716.4,72.0600
1717.3,67.1200
1718.2,59.8800
1719.2,78.6800
1720.1,72.2000
1721.0,84.9100
1721.9,67.6600
1722.8,72.6900
1723.7,69.2600
1724.7,61.1900
1725.6,55.4300
1726.5,58.9200
1727.4,67.8300
1728.3,56.6300
1729.2,51.6100
1730.1,58.2200
1731.0,59.4000
1731.9,64.4700
1732.8,46.2000
1733.8,54.3800
1734.7,56.3400
1735.6,50.5000
1736.5,55.5800
1737.4,62.2400
1738.3,57.1700
1739.2,55.2200
1740.1,54.8300
1741.0,44.2400
1741.9,36.7700
1742.8,48.1600
1743.8,39.8900
1744.7,49.7400
1745.6,49.3400
1746.5,41.0400
1747.4,44.5900
1748.3,31.5200
1749.2,27.1400
1750.1,26.7200
1751.0,39.0000
1751.9,36.9900
1752.8,24.6400
1753.7,21.8200
1754.6,25.3700
1755.5,30.5300
1756.4,27.7100
1757.3,17.6800
1758.2,24.4400
1759.1,16.7900
1760.0,37.2000
1760.9,19.1100
1761.8,18.6600
1762.7,14.1900
1763.6,28.2400
1764.5,15.7100
1765.4,21.7100
1766.3,14.8000
1767.2,15.9600
1768.1,17.9300
1769.0,10.1800
1769.9,14.5900
1770.8,11.6900
1771.7,18.5500
1772.6,18.0900
1773.5,6.2200
1774.4,11.4500
1775.3,8.5300
1776.2,15.4200
1777.1,15.7700
1778.0,8.7500
1778.9,8.2700
1779.8,9.4400
1780.6,0.0000
1781.5,2.6700
1782.4,4.6100
1783.3,3.2500
1784.2,10.9700
1785.1,9.6200
1786.0,4.9500
1786.9,0.2800
1787.8,13.8400
1788.7,9.1700
1789.6,7.8200
1790.5,11.4600
1791.3,5.9400
1792.2,1.2500
1793.1,3.2200
1794.0,11.0300
1794.9,0.0000
1795.8,6.4900
1796.7,8.3200
1797.5,8.4800
1798.4,5.2900
1799.3,11.3300
1800.2,14.0200
1801.1,0.7100
1802.0,10.1300
1802.9,2.7000
1803.8,10.4600
1804.6,3.0100
1805.5,12.4800
1806.4,4.1700
1807.3,8.5700
1808.2,0.2300
1809.0,0.0000
1809.9,5.6000
1810.8,12.5200
1811.7,14.3400
1812.6,0.0000
1813.5,1.7300
1814.3,9.5400
1815.2,13.0700
1816.1,9.7400
1817.0,13.2800
1817.9,9.0900
1818.7,6.6100
1819.6,5.8500
1820.5,5.0900
1821.4,14.6900
1822.2,14.8000
1823.1,15.7800
1824.0,15.0200
1824.9,16.0000
1825.8,11.7600
1826.6,14.4800
1827.5,25.0400
1828.4,20.8000
1829.3,19.1700
1830.1,23.6600
1831.0,30.7700
1831.9,27.4000
1832.8,24.8900
1833.6,24.1400
1834.5,24.2600
1835.4,26.1400
1836.2,28.0200
1837.1,21.0900
1838.0,26.5100
1838.9,29.2800
1839.7,24.1000
1840.6,23.3300
1841.5,25.2300
1842.3,18.2500
1843.2,29.0200
1844.1,18.4700
1845.0,16.8100
1845.8,14.2400
1846.7,23.2800
1847.6,8.2100
1848.4,23.5200
1849.3,20.9500
1850.2,11.2000
1851.0,22.0800
1851.9,24.0000
1852.8,22.3200
1853.6,18.8400
1854.5,21.6600
1855.4,23.5800
1856.2,17.3700
1857.1,18.3900
1858.0,20.3200
1858.8,24.0600
1859.7,16.9200
1860.5,7.9300
1861.4,16.2300
1862.3,23.6400
1863.1,14.6300
1864.0,17.4800
1864.9,13.9300
1865.7,15.8800
1866.6,15.9900
1867.4,17.9300
1868.3,25.4000
1869.2,20.9200
1870.0,17.3500
1870.9,18.3900
1871.7,22.2000
1872.6,20.4700
1873.5,21.5100
1874.3,24.4100
1875.2,20.8200
1876.0,21.8600
1876.9,21.9800
1877.7,27.6900
1878.6,28.7400
1879.5,14.8700
1880.3,26.1900
1881.2,23.5100
1882.0,27.3800
1882.9,19.0700
1883.7,22.9400
1884.6,18.3600
1885.4,23.1800
1886.3,20.4700
1887.2,5.4900
1888.0,11.2600
1888.8,25.5500
1889.7,16.2000
1890.6,22.0000
1891.4,14.5300
1892.3,6.0900
1893.1,16.6500
1894.0,18.6700
1894.8,13.0600
1895.7,12.2200
1896.5,25.7000
1897.4,15.3000
1898.2,28.8200
1899.1,28.9500
1899.9,24.2800
1900.8,24.4000
1901.6,21.6300
1902.5,17.8900
1903.3,19.9400
1904.1,27.7900
1905.0,25.0100
1905.8,29.9700
1906.7,17.5000
1907.5,15.6700
1908.4,19.6700
1909.2,22.7000
1910.1,15.0300
1910.9,22.9400
1911.8,20.1300
1912.6,8.5100
1913.4,15.4700
1914.3,12.6400
1915.1,26.4900
1916.0,13.8300
1916.8,14.9300
1917.7,11.1000
1918.5,11.2000
1919.3,15.2600
1920.2,14.3800
1921.0,9.5400
